anio,timestre,clave,salario,inpc_general,mexindpro
2010,2,11,196.7609217,97.11368,112.5118004
2010,3,11,198.393426,97.80432,113.4257218
2010,4,11,200.2022549,99.27413,114.9106933
2011,1,11,201.7009271,100.57514,115.9944754
2011,2,11,204.0869732,100.97691,116.4620657
2011,3,11,205.9303603,101.74524,117.9813496
2011,4,11,207.5920863,102.73181,119.6225905
2012,1,11,210.083958,104.61641,120.4963085
2012,2,11,212.915371,105.01281,122.0109257
2012,3,11,216.582934,106.36148,122.0605247
2012,4,11,216.970861,107.15159,119.6407043
2001,1,12,108.6452264,66.68011,99.65866832
2001,2,12,114.8916306,67.49124,99.63357944
2001,3,12,113.851012,67.56959,100.053331
2001,4,12,118.4515546,68.34884,99.61450967
2002,1,12,121.5553658,68.60048,98.55714561
2002,2,12,122.961969,69.82623,99.32485004
2002,3,12,124.7439092,70.73449,99.45769375
2002,4,12,126.5978598,71.73047,99.49988738
2003,1,12,128.4435329,72.18056,100.7079991
2003,2,12,131.3543791,72.55489,99.84226644
2003,3,12,134.2226812,72.97465,98.64165685
2003,4,12,136.4277466,73.68874,101.4634522
2004,1,12,136.8067442,74.69305,104.3735571
2004,2,12,139.7365083,75.16024,102.9221253
2004,3,12,141.9987086,76.17594,104.2730928
2004,4,12,145.1618749,77.45965,104.9995635
2005,1,12,148.95199,77.82015,105.0543786
2005,2,12,151.2890664,78.5753,105.7389947
2005,3,12,153.6300553,79.07179,107.8074637
2005,4,12,156.3785793,79.81586,110.9397676
2006,1,12,158.4614156,80.88732,112.1336545
2006,2,12,160.5697629,81.28762,114.140797
2006,3,12,162.5459952,82.08339,113.2200485
2006,4,12,163.4694055,83.23558,112.9463419
2007,1,12,167.4854574,84.23305,116.283485
2007,2,12,170.2202724,84.62087,115.4359435
2007,3,12,172.0869245,85.52732,115.7224699
2007,4,12,174.1516413,86.65112,115.3218362
2008,1,12,176.9896399,87.65081,116.4028017
2008,2,12,180.7530873,88.89306,115.8726575
2008,3,12,185.0849953,90.57067,113.2364385
2008,4,12,189.033623,92.61096,109.1938814
2009,1,12,191.4361945,92.83833,104.4461705
2009,2,12,192.8783532,93.95789,104.0040417
2009,3,12,192.9007841,94.42477,106.1386502
2009,4,12,195.2080662,95.14065,109.3413194
2010,1,12,197.2004789,96.99358,112.0859596
2010,2,12,199.1282882,97.7938,112.5118004
2010,3,12,202.187002,98.12423,113.4257218
2010,4,12,203.082692,99.00085,114.9106933
2011,1,12,204.5536113,100.74358,115.9944754
2011,2,12,207.5622908,101.11595,116.4620657
2011,3,12,212.064895,101.88367,117.9813496
2011,4,12,212.2844718,102.94646,119.6225905
2012,1,12,217.1715769,104.57707,120.4963085
2012,2,12,219.4148266,105.29906,122.0109257
2012,3,12,222.9201739,106.8139,122.0605247
2012,4,12,221.4799254,107.78596,119.6407043
2001,1,13,112.0875972,66.60103,99.65866832
2001,2,13,116.4238502,67.12348,99.63357944
2001,3,13,118.7421247,67.04622,100.053331
2001,4,13,121.4288662,68.27781,99.61450967
2002,1,13,124.9105304,68.90592,98.55714561
2002,2,13,126.8265211,69.67039,99.32485004
2002,3,13,127.8877072,70.56299,99.45769375
2002,4,13,131.1573913,71.60885,99.49988738
2003,1,13,132.7375817,72.3134,100.7079991
2003,2,13,135.092273,72.89618,99.84226644
2003,3,13,138.3204651,73.24764,98.64165685
2003,4,13,140.6414466,73.89468,101.4634522
2004,1,13,141.7409011,75.17307,104.3735571
2004,2,13,143.6613305,75.76669,102.9221253
2004,3,13,147.9365979,76.38792,104.2730928
2004,4,13,147.4819056,78.12785,104.9995635
2005,1,13,150.16127,78.51446,105.0543786
2005,2,13,152.6683077,79.3693,105.7389947
2005,3,13,154.7986053,79.83589,107.8074637
2005,4,13,156.8689269,80.5917,110.9397676
2006,1,13,159.7225915,81.53899,112.1336545
2006,2,13,162.5379273,81.50512,114.140797
2006,3,13,164.9801811,82.49313,113.2200485
2006,4,13,168.0367149,84.13081,112.9463419
2007,1,13,170.7884986,84.74331,116.283485
2007,2,13,172.0816622,84.99049,115.4359435
2007,3,13,174.8384724,86.02025,115.7224699
2007,4,13,178.4008157,87.30733,115.3218362
2008,1,13,179.8124028,88.11353,116.4028017
2008,2,13,182.5755778,89.08459,115.8726575
2008,3,13,185.5594225,90.27538,113.2364385
2008,4,13,188.3413727,92.46782,109.1938814
2009,1,13,189.5948765,93.25591,104.4461705
2009,2,13,191.5329337,94.2648,104.0040417
2009,3,13,191.6184822,95.27217,106.1386502
2009,4,13,192.2182632,96.05063,109.3413194
2010,1,13,194.3152072,97.6171,112.0859596
2010,2,13,195.4422622,97.45639,112.5118004
2010,3,13,198.0407445,97.99666,113.4257218
2010,4,13,201.3880393,99.4857,114.9106933
2011,1,13,205.4114098,100.57759,115.9944754
2011,2,13,208.8979969,100.36301,116.4620657
2011,3,13,211.4579879,101.66077,117.9813496
2011,4,13,212.8247538,103.45604,119.6225905
2012,1,13,215.901246,105.84042,120.4963085
2012,2,13,217.3459855,105.77911,122.0109257
2012,3,13,220.4642907,107.45998,122.0605247
2012,4,13,223.7668559,109.41472,119.6407043
2001,1,14,129.969638,60.28266,99.65866832
2001,2,14,134.1208969,60.22394,99.63357944
2001,3,14,134.8561515,60.40406,100.053331
2001,4,14,139.8428013,61.26279,99.61450967
2002,1,14,142.4036982,62.10319,98.55714561
2002,2,14,143.7260242,63.31019,99.32485004
2002,3,14,145.1813779,64.29967,99.45769375
2002,4,14,148.2286262,65.41763,99.49988738
2003,1,14,150.7508167,66.46059,100.7079991
2003,2,14,154.7783453,67.32157,99.84226644
2003,3,14,159.1351327,67.67054,98.64165685
2003,4,14,161.1525171,68.54005,101.4634522
2004,1,14,163.3358421,69.90513,104.3735571
2004,2,14,165.7503339,70.48657,102.9221253
2004,3,14,167.8564665,71.87965,104.2730928
2004,4,14,170.8408373,73.46331,104.9995635
2005,1,14,173.62361,74.22353,105.0543786
2005,2,14,175.7657675,75.46876,105.7389947
2005,3,14,178.1077755,76.34314,107.8074637
2005,4,14,180.3892649,76.72199,110.9397676
2006,1,14,182.0959203,77.99754,112.1336545
2006,2,14,184.4085336,78.62013,114.140797
2006,3,14,186.8700331,79.61563,113.2200485
2006,4,14,189.4865023,81.1361,112.9463419
2007,1,14,192.2192741,82.89136,116.283485
2007,2,14,193.9652218,82.98697,115.4359435
2007,3,14,196.6187624,84.17163,115.7224699
2007,4,14,198.7518806,85.47657,115.3218362
2008,1,14,201.7451946,86.8575,116.4028017
2008,2,14,204.3977364,88.43019,115.8726575
2008,3,14,206.5016469,89.35782,113.2364385
2008,4,14,209.1839904,90.92175,109.1938814
2009,1,14,210.0703735,93.17152,104.4461705
2009,2,14,211.6287512,94.79845,104.0040417
2009,3,14,213.270201,95.04582,106.1386502
2009,4,14,215.4194965,95.43952,109.3413194
2010,1,14,217.5526949,97.92737,112.0859596
2010,2,14,219.418931,97.75516,112.5118004
2010,3,14,221.5200784,98.24833,113.4257218
2010,4,14,223.5769636,99.3699,114.9106933
2011,1,14,226.058206,100.41496,115.9944754
2011,2,14,228.3012072,101.43783,116.4620657
2011,3,14,230.2609931,102.11619,117.9813496
2011,4,14,232.8658901,103.12461,119.6225905
2012,1,14,235.9604741,105.79209,120.4963085
2012,2,14,237.3226062,106.25142,122.0109257
2012,3,14,240.2874971,107.77852,122.0605247
2012,4,14,241.5977346,108.84838,119.6407043
2001,1,15,147.9209113,66.01305,99.65866832
2001,2,15,153.4997459,66.66601,99.63357944
2001,3,15,153.6807589,67.13708,100.053331
2001,4,15,159.7818963,67.82647,99.61450967
2002,1,15,162.7090405,68.63046,98.55714561
2002,2,15,164.1667615,69.75435,99.32485004
2002,3,15,166.4515737,70.51058,99.45769375
2002,4,15,169.9767935,71.60757,99.49988738
2003,1,15,170.9877225,72.17841,100.7079991
2003,2,15,173.6146286,72.39397,99.84226644
2003,3,15,176.8977013,73.01333,98.64165685
2003,4,15,178.7298856,73.9512,101.4634522
2004,1,15,181.4722075,74.99179,104.3735571
2004,2,15,183.9142247,75.74943,102.9221253
2004,3,15,186.8523253,76.99294,104.2730928
2004,4,15,188.7723359,78.41342,104.9995635
2005,1,15,191.7393025,78.68663,105.0543786
2005,2,15,193.1787622,79.92321,105.7389947
2005,3,15,194.0075898,80.28632,107.8074637
2005,4,15,196.6128131,80.59949,110.9397676
2006,1,15,197.810986,81.38033,112.1336545
2006,2,15,200.4311699,81.68957,114.140797
2006,3,15,202.0927976,82.45737,113.2200485
2006,4,15,204.7047029,83.236,112.9463419
2007,1,15,207.8188116,84.2982,116.283485
2007,2,15,211.128014,84.73219,115.4359435
2007,3,15,214.711259,85.44254,115.7224699
2007,4,15,216.7744498,86.47069,115.3218362
2008,1,15,219.9563818,87.42928,116.4028017
2008,2,15,223.2561166,88.65918,115.8726575
2008,3,15,225.481385,89.92472,113.2364385
2008,4,15,228.7191905,91.01028,109.1938814
2009,1,15,231.398278,91.68948,104.4461705
2009,2,15,232.0714252,92.52099,104.0040417
2009,3,15,233.8799926,93.67218,106.1386502
2009,4,15,236.0374167,94.62771,109.3413194
2010,1,15,237.3772726,97.19197,112.0859596
2010,2,15,238.8572799,97.37012,112.5118004
2010,3,15,241.2581068,97.86591,113.4257218
2010,4,15,243.7015553,99.11513,114.9106933
2011,1,15,246.933586,100.36752,115.9944754
2011,2,15,249.4193985,100.8341,116.4620657
2011,3,15,250.6466646,101.34209,117.9813496
2011,4,15,251.6926173,102.27708,119.6225905
2012,1,15,253.226533,103.71469,120.4963085
2012,2,15,255.5726661,104.38615,122.0109257
2012,3,15,258.3875449,105.94583,122.0605247
2012,4,15,260.18782,106.75902,119.6407043
2001,1,16,111.5958666,65.55642,99.65866832
2001,2,16,115.3712329,66.48317,99.63357944
2001,3,16,117.3075145,66.89777,100.053331
2001,4,16,120.3203822,67.72188,99.61450967
2002,1,16,123.6332153,68.38091,98.55714561
2002,2,16,125.4208848,69.07195,99.32485004
2002,3,16,128.3677586,69.7259,99.45769375
2002,4,16,131.364164,70.57714,99.49988738
2003,1,16,132.1535238,71.61205,100.7079991
2003,2,16,134.9620005,72.27326,99.84226644
2003,3,16,137.676768,72.92921,98.64165685
2003,4,16,141.2153934,73.67397,101.4634522
2004,1,16,145.7093708,74.83766,104.3735571
2004,2,16,148.1248078,75.22796,102.9221253
2004,3,16,149.7750654,76.49096,104.2730928
2004,4,16,151.4797945,78.07654,104.9995635
2005,1,16,155.2499562,78.68364,105.0543786
2005,2,16,159.0488053,79.83919,105.7389947
2005,3,16,166.6792344,80.59902,107.8074637
2005,4,16,164.0660468,80.92103,110.9397676
2006,1,16,164.4536706,81.79279,112.1336545
2006,2,16,165.6066401,82.05168,114.140797
2006,3,16,166.2313451,82.83736,113.2200485
2006,4,16,170.6984989,83.93082,112.9463419
2007,1,16,172.1944574,85.19544,116.283485
2007,2,16,173.7374112,85.60121,115.4359435
2007,3,16,175.0453397,86.56815,115.7224699
2007,4,16,177.1519496,87.46324,115.3218362
2008,1,16,180.1046293,88.162,116.4028017
2008,2,16,182.9790816,89.28149,115.8726575
2008,3,16,188.8703885,90.99797,113.2364385
2008,4,16,190.2605779,92.74799,109.1938814
2009,1,16,192.1183017,94.06538,104.4461705
2009,2,16,195.5205914,94.96056,104.0040417
2009,3,16,197.552263,95.71721,106.1386502
2009,4,16,200.8201708,95.80245,109.3413194
2010,1,16,203.2897407,97.22545,112.0859596
2010,2,16,204.5775082,97.30237,112.5118004
2010,3,16,206.6539085,97.92029,113.4257218
2010,4,16,208.4596884,98.9145,114.9106933
2011,1,16,210.8211236,101.01797,115.9944754
2011,2,16,212.4689187,101.66028,116.4620657
2011,3,16,214.5447324,102.2689,117.9813496
2011,4,16,216.9806521,103.55648,119.6225905
2012,1,16,220.4022881,105.06491,120.4963085
2012,2,16,224.3596868,105.77343,122.0109257
2012,3,16,227.7402744,107.55825,122.0605247
2012,4,16,230.1536208,107.99005,119.6407043
2001,1,17,131.4551973,68.18756,99.65866832
2001,2,17,137.6651146,68.77006,99.63357944
2001,3,17,138.6980813,69.16633,100.053331
2001,4,17,144.1013629,70.31925,99.61450967
2002,1,17,147.8813972,71.04804,98.55714561
2002,2,17,149.5022967,72.05772,99.32485004
2002,3,17,154.2614201,72.55924,99.45769375
2002,4,17,157.1825037,73.62786,99.49988738
2003,1,17,159.1513831,74.45237,100.7079991
2003,2,17,161.0026228,75.33445,99.84226644
2003,3,17,163.1437268,76.11253,98.64165685
2003,4,17,165.5671308,77.06657,101.4634522
2004,1,17,167.3202006,78.16033,104.3735571
2004,2,17,169.3254704,78.62032,102.9221253
2004,3,17,172.9738045,79.13404,104.2730928
2004,4,17,176.4250222,80.66902,104.9995635
2005,1,17,180.169116,81.19132,105.0543786
2005,2,17,182.8367389,81.47394,105.7389947
2005,3,17,186.9258778,81.68147,107.8074637
2005,4,17,187.3003889,82.48493,110.9397676
2006,1,17,190.0549703,83.13128,112.1336545
2006,2,17,192.7619015,82.96167,114.140797
2006,3,17,194.8065581,83.88629,113.2200485
2006,4,17,197.6092149,85.40549,112.9463419
2007,1,17,201.3377608,86.25858,116.283485
2007,2,17,204.1482896,86.06254,115.4359435
2007,3,17,205.0689359,86.82744,115.7224699
2007,4,17,206.6972108,87.94639,115.3218362
2008,1,17,208.6810145,88.66767,116.4028017
2008,2,17,211.7945834,89.71529,115.8726575
2008,3,17,213.8424124,90.86132,113.2364385
2008,4,17,216.94508,92.53607,109.1938814
2009,1,17,219.3878219,93.35402,104.4461705
2009,2,17,220.888221,94.53712,104.0040417
2009,3,17,223.4612762,95.21422,106.1386502
2009,4,17,226.115974,95.62736,109.3413194
2010,1,17,228.8312453,97.37196,112.0859596
2010,2,17,232.1619539,97.81851,112.5118004
2010,3,17,234.4082325,98.01406,113.4257218
2010,4,17,236.5875313,99.25186,114.9106933
2011,1,17,240.66678,100.42559,115.9944754
2011,2,17,241.8908115,100.94744,116.4620657
2011,3,17,244.9929527,101.7446,117.9813496
2011,4,17,248.208799,102.71176,119.6225905
2012,1,17,250.8203384,104.48624,120.4963085
2012,2,17,253.9462262,104.74119,122.0109257
2012,3,17,257.8028293,106.16024,122.0605247
2012,4,17,260.749362,107.16357,119.6407043
2001,1,18,95.03347064,61.94029,99.65866832
2001,2,18,98.89023138,62.5745,99.63357944
2001,3,18,99.9135376,63.14739,100.053331
2001,4,18,104.2167834,64.73764,99.61450967
2002,1,18,106.9326455,66.71455,98.55714561
2002,2,18,108.8463871,67.16231,99.32485004
2002,3,18,111.1480485,67.66773,99.45769375
2002,4,18,114.166815,68.96761,99.49988738
2003,1,18,115.9254784,70.02053,100.7079991
2003,2,18,118.6459813,70.49936,99.84226644
2003,3,18,122.2279638,70.83684,98.64165685
2003,4,18,126.5601406,71.50954,101.4634522
2004,1,18,134.8744366,72.61308,104.3735571
2004,2,18,140.0585688,72.88388,102.9221253
2004,3,18,143.0338207,74.28847,104.2730928
2004,4,18,145.5116162,76.2372,104.9995635
2005,1,18,146.5514203,76.65159,105.0543786
2005,2,18,150.4977392,77.35753,105.7389947
2005,3,18,154.2680343,77.68793,107.8074637
2005,4,18,156.377242,78.49776,110.9397676
2006,1,18,156.4823801,79.50443,112.1336545
2006,2,18,159.6478128,79.63804,114.140797
2006,3,18,162.7399771,80.5042,113.2200485
2006,4,18,162.2432349,81.87147,112.9463419
2007,1,18,162.6766906,82.95082,116.283485
2007,2,18,162.6197053,83.15648,115.4359435
2007,3,18,163.9600137,84.18091,115.7224699
2007,4,18,166.1113395,85.40817,115.3218362
2008,1,18,168.7015307,86.73931,116.4028017
2008,2,18,170.8849587,87.89796,115.8726575
2008,3,18,173.1773292,89.38467,113.2364385
2008,4,18,174.5948905,91.0616,109.1938814
2009,1,18,174.7248075,92.41949,104.4461705
2009,2,18,176.8301072,93.78761,104.0040417
2009,3,18,176.9734912,94.38948,106.1386502
2009,4,18,178.8747886,95.06416,109.3413194
2010,1,18,180.8471666,97.20342,112.0859596
2010,2,18,182.8961977,97.23804,112.5118004
2010,3,18,184.7817701,98.19322,113.4257218
2010,4,18,186.753417,99.35654,114.9106933
2011,1,18,189.1812902,101.00173,115.9944754
2011,2,18,190.5995779,101.18309,116.4620657
2011,3,18,192.5333721,101.93206,117.9813496
2011,4,18,195.5051654,103.08892,119.6225905
2012,1,18,199.4579895,104.96501,120.4963085
2012,2,18,201.7123944,105.38126,122.0109257
2012,3,18,203.8303273,106.548,122.0605247
2012,4,18,205.491102,107.25504,119.6407043
2001,1,19,155.3853926,66.86267,99.65866832
2001,2,19,161.4161082,67.41153,99.63357944
2001,3,19,164.0151693,67.54357,100.053331
2001,4,19,169.7828773,68.6698,99.61450967
2002,1,19,172.9138129,70.30767,98.55714561
2002,2,19,174.9606673,70.99426,99.32485004
2002,3,19,177.9328517,71.75928,99.45769375
2002,4,19,181.3205224,72.97169,99.49988738
2003,1,19,183.1779795,74.21159,100.7079991
2003,2,19,186.9922768,74.58703,99.84226644
2003,3,19,190.605079,74.98986,98.64165685
2003,4,19,194.2292071,76.0041,101.4634522
2004,1,19,197.9434629,77.20321,104.3735571
2004,2,19,201.138337,77.56838,102.9221253
2004,3,19,204.1228112,78.06049,104.2730928
2004,4,19,207.2502767,79.19677,104.9995635
2005,1,19,210.6449883,79.89284,105.0543786
2005,2,19,213.4970804,79.71648,105.7389947
2005,3,19,216.7831495,79.78033,107.8074637
2005,4,19,218.7666908,81.27051,110.9397676
2006,1,19,222.1445979,82.87125,112.1336545
2006,2,19,224.7492582,81.98322,114.140797
2006,3,19,227.9325953,81.9075,113.2200485
2006,4,19,231.382084,83.71735,112.9463419
2007,1,19,234.5771146,85.50765,116.283485
2007,2,19,237.9719746,84.36421,115.4359435
2007,3,19,241.4878775,85.07853,115.7224699
2007,4,19,244.8148074,86.8342,115.3218362
2008,1,19,248.2023091,88.19424,116.4028017
2008,2,19,252.0735953,88.13792,115.8726575
2008,3,19,255.4293897,89.61481,113.2364385
2008,4,19,258.6574642,92.37824,109.1938814
2009,1,19,262.0993957,94.68052,104.4461705
2009,2,19,262.2796732,94.56942,104.0040417
2009,3,19,266.1915842,95.38974,106.1386502
2009,4,19,266.9674289,97.35537,109.3413194
2010,1,19,269.0323929,98.88504,112.0859596
2010,2,19,270.6811387,97.26932,112.5118004
2010,3,19,272.5480769,97.26642,113.4257218
2010,4,19,275.6212134,99.67238,114.9106933
2011,1,19,278.6176092,100.67302,115.9944754
2011,2,19,281.394268,100.06565,116.4620657
2011,3,19,284.1328575,100.59425,117.9813496
2011,4,19,287.0445708,102.79146,119.6225905
2012,1,19,289.9738979,104.24292,120.4963085
2012,2,19,293.3028646,103.48355,122.0109257
2012,3,19,296.4632376,104.57665,122.0605247
2012,4,19,298.3307522,106.40507,119.6407043
2001,1,20,100.6544482,62.60042,99.65866832
2001,2,20,105.4985857,63.29581,99.63357944
2001,3,20,108.1758379,64.06124,100.053331
2001,4,20,111.441198,65.46487,99.61450967
2002,1,20,115.6812917,65.9453,98.55714561
2002,2,20,117.5004149,66.48036,99.32485004
2002,3,20,119.1329589,67.75896,99.45769375
2002,4,20,121.8097783,69.57122,99.49988738
2003,1,20,125.4889122,70.42965,100.7079991
2003,2,20,128.1661254,70.42955,99.84226644
2003,3,20,130.5794264,71.15394,98.64165685
2003,4,20,133.2607168,72.57443,101.4634522
2004,1,20,132.7068056,73.38529,104.3735571
2004,2,20,136.0706273,73.45172,102.9221253
2004,3,20,138.6714401,74.55161,104.2730928
2004,4,20,141.0983455,76.40236,104.9995635
2005,1,20,142.2532103,76.78184,105.0543786
2005,2,20,145.4186271,77.20332,105.7389947
2005,3,20,148.8136588,77.93098,107.8074637
2005,4,20,149.4788397,79.01268,110.9397676
2006,1,20,150.5481489,80.1029,112.1336545
2006,2,20,152.9630239,80.07813,114.140797
2006,3,20,156.2958942,81.15811,113.2200485
2006,4,20,159.3028918,83.05358,112.9463419
2007,1,20,163.158858,83.67981,116.283485
2007,2,20,163.4730832,83.70557,115.4359435
2007,3,20,164.7495316,84.55723,115.7224699
2007,4,20,167.4031496,86.10266,115.3218362
2008,1,20,169.8662447,87.2824,116.4028017
2008,2,20,172.88828,88.06762,115.8726575
2008,3,20,174.9224316,89.32499,113.2364385
2008,4,20,177.4101382,91.42725,109.1938814
2009,1,20,180.165907,92.56894,104.4461705
2009,2,20,183.3372421,92.9692,104.0040417
2009,3,20,186.1013496,93.66664,106.1386502
2009,4,20,188.1392353,94.46508,109.3413194
2010,1,20,190.9480017,96.36665,112.0859596
2010,2,20,193.3269892,95.91449,112.5118004
2010,3,20,196.0678107,96.58136,113.4257218
2010,4,20,199.8458876,98.99307,114.9106933
2011,1,20,202.5638619,100.5716,115.9944754
2011,2,20,203.7608675,100.35068,116.4620657
2011,3,20,206.4099008,101.15029,117.9813496
2011,4,20,207.0364808,102.749,119.6225905
2012,1,20,213.8113424,104.45377,120.4963085
2012,2,20,215.4011101,104.71819,122.0109257
2012,3,20,218.2359935,106.53667,122.0605247
2012,4,20,221.0946097,107.88327,119.6407043
2001,1,21,127.4053344,61.96574,99.65866832
2001,2,21,134.4599668,62.77592,99.63357944
2001,3,21,132.4364698,62.78769,100.053331
2001,4,21,143.3678224,64.02692,99.61450967
2002,1,21,146.4889622,64.81672,98.55714561
2002,2,21,146.635995,66.26034,99.32485004
2002,3,21,147.1180301,66.90885,99.45769375
2002,4,21,150.0645147,68.1933,99.49988738
2003,1,21,151.1628665,68.78827,100.7079991
2003,2,21,154.42666,69.11607,99.84226644
2003,3,21,157.1579136,69.80096,98.64165685
2003,4,21,157.9460496,70.66942,101.4634522
2004,1,21,160.1376002,71.55471,104.3735571
2004,2,21,163.1197463,72.01013,102.9221253
2004,3,21,164.8916933,73.18691,104.2730928
2004,4,21,169.3330247,74.88427,104.9995635
2005,1,21,173.2315128,75.58153,105.0543786
2005,2,21,177.551314,76.82587,105.7389947
2005,3,21,180.5494523,77.30084,107.8074637
2005,4,21,181.5898873,77.97792,110.9397676
2006,1,21,183.2206334,79.23437,112.1336545
2006,2,21,184.3371434,79.44362,114.140797
2006,3,21,187.4993571,80.46139,113.2200485
2006,4,21,188.9804425,82.07847,112.9463419
2007,1,21,191.0097762,82.85013,116.283485
2007,2,21,194.1243574,83.16778,115.4359435
2007,3,21,197.1931302,84.39437,115.7224699
2007,4,21,197.4866484,85.36482,115.3218362
2008,1,21,199.9027543,86.5082,116.4028017
2008,2,21,201.0823704,88.53046,115.8726575
2008,3,21,202.3114027,89.80551,113.2364385
2008,4,21,205.8950486,91.69644,109.1938814
2009,1,21,206.6321184,92.89914,104.4461705
2009,2,21,208.8167563,94.03132,104.0040417
2009,3,21,210.1231534,94.51267,106.1386502
2009,4,21,213.7205229,95.14518,109.3413194
2010,1,21,216.4036707,96.6279,112.0859596
2010,2,21,220.054611,96.87535,112.5118004
2010,3,21,224.9796401,97.56218,113.4257218
2010,4,21,226.8866159,99.25896,114.9106933
2011,1,21,229.5628836,101.13794,115.9944754
2011,2,21,231.1494105,102.13516,116.4620657
2011,3,21,231.9422658,102.78791,117.9813496
2011,4,21,235.1274283,103.85228,119.6225905
2012,1,21,238.7033169,105.54908,120.4963085
2012,2,21,240.4027227,106.1024,122.0109257
2012,3,21,243.1103522,107.53023,122.0605247
2012,4,21,244.130016,108.35028,119.6407043
2001,1,22,149.3310828,61.10108,99.65866832
2001,2,22,156.0460342,61.56328,99.63357944
2001,3,22,158.8340894,62.13679,100.053331
2001,4,22,164.9277693,63.20266,99.61450967
2002,1,22,167.9352966,63.82677,98.55714561
2002,2,22,170.3062627,64.55815,99.32485004
2002,3,22,173.0558803,65.73981,99.45769375
2002,4,22,176.0428902,67.24106,99.49988738
2003,1,22,178.7655957,68.09274,100.7079991
2003,2,22,182.8960725,68.84444,99.84226644
2003,3,22,187.4481883,69.71144,98.64165685
2003,4,22,191.2245083,70.4866,101.4634522
2004,1,22,193.8769949,71.51206,104.3735571
2004,2,22,195.9995401,72.20746,102.9221253
2004,3,22,200.3680813,73.32545,104.2730928
2004,4,22,202.7201622,74.80196,104.9995635
2005,1,22,207.0735692,75.68817,105.0543786
2005,2,22,210.6474576,76.33339,105.7389947
